Review;Product quality;Price;Service Quality;Delivery quality
"sound quality so good at this price range (1499)but i have some problems,the bt range was good,but some time i hold my phone few feet from bt ep.there is a sound or connection drop for 1 sec.i don't know the reason.maybe my products falut but i dont retrun this because it is a minar issue
";-;-;-;-
"okay i am using this product for 1 day or so and here are some of my thoughts :pros :1. cheap2. good bass3. nice call quality4. good battery lifecons :1. sound is a bit shrill2. bluetooth range is very less3. not suitable for gaming purposes
";Neutral;-;-;-
"this one is the best bluetooth earphones you can get at this price range. however i'm disappointed that it states on website as dual pairing but it does not. can someone from boat check the same.
";Neutral;-;-;-
"its a awsm product, fr loud music lover. packng ws a litng bit bended bt d product was in gd condition... looks was good... this headph is hlpfull fr gymng n running... overall, will give 4.5 starts...
";Positive;-;-;-
"i got it @ ? 1999 and after one month of use i can say it's an ok type product.worth for moneysound quality is good, but cannot be compared with what jbl provides.
";Neutral;-;-;-
"not so good noice cancellation. baas is too loud, little uneasy, i would still give 4 our of 5.
";-;-;-;-
"i really like this set. it's better than the one i got from the us. the drivers in this one are very good. i recommend this set.
";-;-;-;-
"to say truth,sound quality is really awesome as expected. clear and cristal sound. bass is superb.coming to battery life,batttery life is also great once full charge not to worry for entire whole day. regards to durability, i have not used for so long, so no idea. but the built quality really good so can be durable for long time.
";Neutral;-;-;Neutral
"good product, there is no issues with noise cancellation, sound quality is very much with bass and surrounding system,thanks to boat and amazon
";Neutral;-;-;-
"great sound, awesome bass.... only issue i found is tht the wire is too long, it's hard to carry it around... i was using philips shb 5250, and this is supposed to be a replacement.. but due to the wire length shifted back to philips... as its a hassle while driving
";Positive;-;-;-
"bass is really awesome. treble is also good. you can listen to all the beats very clearly. bought it in a deal at only 1000 rs. so totally worth it for me.
";-;-;-;-
"i bought them in a lightening deal from amazon.at1000 bucks they are worthy. bass is the main highlight of the bt earphones.battery life is satisfactory, build quality is sturdy.i am satisfied with the product.
";Neutral;-;-;-
"works well with my op3t phone. occasional small amount of disconnect may be because of bluetooth sync issue. works well most of the times.
";-;-;-;-
"during the call, the other side people will not hear you properly you have to lift the mic and hold it till the time you're speaking. also there is no direct contact between ph and headphone so you can't play the fm. rest is all gud. sound quality is better.
";Positive;-;-;-
"superb bluetooth earphone at this price..it fits well in to ??, good bass and voice.. battery life is also good.. easy to carry also.. one negative point is that it will protruding little bit outside(it's wire) while listening...
";-;-;-;-
"sound quality as expected from boat is awesome. but lower sound then other brand. the biggest problem i am facing with is connecting with dual devices. while connected with a phone and a laptop it takes time to switch from one device to other and you can receive calls while connected to duel devices. rest everything is fine.
";Positive;-;-;-
"just a little con in this product and that is it has a few hours of bettery life, which they have already mentioned.purchased two of them one is in neon green and another one is red in color at same time.both the shipment were from different vendor & from different state and received in good state.
";-;-;-;-
